"Tanggal","Hari","Nama Produk","Stok","Terjual"
"31/10/2025","Jumat","GHOSTING","44","13"
"31/10/2025","Jumat","GHOSTING FIRE SMALL","102","11"
"31/10/2025","Jumat","GHOSTING FIRE BIG","60","7"
"31/10/2025","Jumat","GHOSTING GREEN","71","25"
"31/10/2025","Jumat","MOZARELLA","110","11"
"31/10/2025","Jumat","JAHAT ORI","109","57"
"31/10/2025","Jumat","JAHAT BAKAR","56","39"
"31/10/2025","Jumat","SMALL SADIS","95","49"
"31/10/2025","Jumat","MEDIUM SADIS","73","43"
"31/10/2025","Jumat","JUMBO SADIS","31","18"
"31/10/2025","Jumat","SUPER JUMBO SADIS","73","24"
"31/10/2025","Jumat","RAKSASA SADIS","42","14"
"31/10/2025","Jumat","MEGA SADIS","87","57"
"31/10/2025","Jumat","MEGA ORI","65","22"
"31/10/2025","Jumat","Dage SACU varian","93","41"
"31/10/2025","Jumat","Dage SACU Ori","111","38"
"31/10/2025","Jumat","Mendoan SACU Ori","36","23"
"31/10/2025","Jumat","Mendoan SACU Varian","112","71"
"31/10/2025","Jumat","Mendoan Sacu Bakar","89","37"
"31/10/2025","Jumat","FREE MAN BIG","88","16"
"31/10/2025","Jumat","SACU JUMBO","40","19"
"31/10/2025","Jumat","SACU JUMBO SADIS","79","30"
"1/11/2025","Sabtu","GETUK ORI 1 KG","107","107"
"1/11/2025","Sabtu","GETUK ORIGINAL 1/2KG","117","70"
"1/11/2025","Sabtu","GETUK ORIGINAL 1/4KG","46","17"
"1/11/2025","Sabtu","GETUK RASA/MIX 1 KG","92","80"
"1/11/2025","Sabtu","GETUK RASA/MIX 1/2KG","54","35"
"1/11/2025","Sabtu","GETUK RASA/MIX 1/4KG","54","36"
"1/11/2025","Sabtu","GETUK RASA DURIAN 1KG","108","106"
"1/11/2025","Sabtu","GETUK RASA DURIAN 1/2KG","57","36"
"1/11/2025","Sabtu","GETUK RASA DURIAN 1/4KG","106","86"
"1/11/2025","Sabtu","GETUK BASAH 1/2KG","59","22"
"1/11/2025","Sabtu","GETUK BASAH 1/4KG","65","19"
"1/11/2025","Sabtu","SMALL ORI","30","25"
"1/11/2025","Sabtu","SMALL RAWIT","31","17"
"1/11/2025","Sabtu","SMALL PINK","97","48"
"1/11/2025","Sabtu","SMALL FREE MAN","97","29"
"1/11/2025","Sabtu","SMALL YELLOW","31","14"
"1/11/2025","Sabtu","MEDIUM ORI","45","42"
"1/11/2025","Sabtu","MEDIUM BAKAR","58","20"
"1/11/2025","Sabtu","MEDIUM RAWIT","88","41"
"1/11/2025","Sabtu","MEDIUM PINK","113","65"
"1/11/2025","Sabtu","MEDIUM FREE MAN","108","65"
"1/11/2025","Sabtu","MEDIUM YELLOW","58","22"
"1/11/2025","Sabtu","JUMBO ORI","30","23"
"1/11/2025","Sabtu","JUMBO RAWIT","66","29"
"1/11/2025","Sabtu","JUMBO PINK","109","76"
"1/11/2025","Sabtu","JUMBO BAKAR","88","58"
"1/11/2025","Sabtu","JUMBO FREE MAN","78","50"
"1/11/2025","Sabtu","JUMBO YELLOW","82","25"
"1/11/2025","Sabtu","RAKSASA ORI","109","56"
"1/11/2025","Sabtu","RAKSASA BAKAR","58","32"
"1/11/2025","Sabtu","RAKSASA RAWIT","41","14"
"1/11/2025","Sabtu","RAKSASA PINK","105","35"
"1/11/2025","Sabtu","RAKSASA FREE MAN","67","14"
"1/11/2025","Sabtu","RAKSASA YELLOW","65","36"
"1/11/2025","Sabtu","SUPER JUMBO ORI","108","53"
"1/11/2025","Sabtu","SUPER JUMBO BAKAR","38","21"
"1/11/2025","Sabtu","SUPER JUMBO RAWIT","37","13"
"1/11/2025","Sabtu","SUPER JUMBO PINK","107","32"
"1/11/2025","Sabtu","SUPER JUMBO FREE MAN","106","71"
"1/11/2025","Sabtu","SUPER JUMBO YELLOW","94","48"
"1/11/2025","Sabtu","GHOSTING","90","38"
"1/11/2025","Sabtu","GHOSTING FIRE SMALL","47","27"
"1/11/2025","Sabtu","GHOSTING FIRE BIG","103","56"
"1/11/2025","Sabtu","GHOSTING GREEN","86","38"
"1/11/2025","Sabtu","MOZARELLA","30","25"
"1/11/2025","Sabtu","JAHAT ORI","77","30"
"1/11/2025","Sabtu","JAHAT BAKAR","48","26"
"1/11/2025","Sabtu","SMALL SADIS","69","31"
"1/11/2025","Sabtu","MEDIUM SADIS","117","55"
"1/11/2025","Sabtu","JUMBO SADIS","107","58"
"1/11/2025","Sabtu","SUPER JUMBO SADIS","76","45"
"1/11/2025","Sabtu","RAKSASA SADIS","116","81"
"1/11/2025","Sabtu","MEGA SADIS","111","75"
"1/11/2025","Sabtu","MEGA ORI","90","29"
"1/11/2025","Sabtu","Dage SACU varian","80","29"
"1/11/2025","Sabtu","Dage SACU Ori","41","24"
"1/11/2025","Sabtu","Mendoan SACU Ori","99","75"
"1/11/2025","Sabtu","Mendoan SACU Varian","36","16"
"1/11/2025","Sabtu","Mendoan Sacu Bakar","90","29"
"1/11/2025","Sabtu","FREE MAN BIG","104","23"
"1/11/2025","Sabtu","SACU JUMBO","42","26"
"1/11/2025","Sabtu","SACU JUMBO SADIS","88","35"
"2/11/2025","Minggu","GETUK ORI 1 KG","81","78"
"2/11/2025","Minggu","GETUK ORIGINAL 1/2KG","36","19"
"2/11/2025","Minggu","GETUK ORIGINAL 1/4KG","120","46"
"2/11/2025","Minggu","GETUK RASA/MIX 1 KG","77","61"
"2/11/2025","Minggu","GETUK RASA/MIX 1/2KG","34","19"
"2/11/2025","Minggu","GETUK RASA/MIX 1/4KG","81","40"
"2/11/2025","Minggu","GETUK RASA DURIAN 1KG","99","49"
"2/11/2025","Minggu","GETUK RASA DURIAN 1/2KG","112","66"
"2/11/2025","Minggu","GETUK RASA DURIAN 1/4KG","47","47"
"2/11/2025","Minggu","GETUK BASAH 1/2KG","93","61"
"2/11/2025","Minggu","GETUK BASAH 1/4KG","64","7"
"2/11/2025","Minggu","SMALL ORI","90","63"
"2/11/2025","Minggu","SMALL RAWIT","31","10"
"2/11/2025","Minggu","SMALL PINK","117","62"
"2/11/2025","Minggu","SMALL FREE MAN","100","5"
"2/11/2025","Minggu","SMALL YELLOW","97","56"
"2/11/2025","Minggu","MEDIUM ORI","85","79"
"2/11/2025","Minggu","MEDIUM BAKAR","71","23"
"2/11/2025","Minggu","MEDIUM RAWIT","62","26"
"2/11/2025","Minggu","MEDIUM PINK","99","42"
"2/11/2025","Minggu","MEDIUM FREE MAN","39","26"
"2/11/2025","Minggu","MEDIUM YELLOW","89","46"
"2/11/2025","Minggu","JUMBO ORI","74","46"
"2/11/2025","Minggu","JUMBO RAWIT","60","32"
"2/11/2025","Minggu","JUMBO PINK","88","39"
"2/11/2025","Minggu","JUMBO BAKAR","119","50"
"2/11/2025","Minggu","JUMBO FREE MAN","33","9"
"2/11/2025","Minggu","JUMBO YELLOW","52","35"
"2/11/2025","Minggu","RAKSASA ORI","84","58"
"2/11/2025","Minggu","RAKSASA BAKAR","73","37"
"2/11/2025","Minggu","RAKSASA RAWIT","60","31"
"2/11/2025","Minggu","RAKSASA PINK","107","71"
"2/11/2025","Minggu","RAKSASA FREE MAN","79","9"
"2/11/2025","Minggu","RAKSASA YELLOW","114","78"
"2/11/2025","Minggu","SUPER JUMBO ORI","80","52"
"2/11/2025","Minggu","SUPER JUMBO BAKAR","112","56"
"2/11/2025","Minggu","SUPER JUMBO RAWIT","51","24"
"2/11/2025","Minggu","SUPER JUMBO PINK","71","38"
"2/11/2025","Minggu","SUPER JUMBO FREE MAN","99","52"
"2/11/2025","Minggu","SUPER JUMBO YELLOW","111","72"
"2/11/2025","Minggu","GHOSTING","67","20"
"2/11/2025","Minggu","GHOSTING FIRE SMALL","81","77"
"2/11/2025","Minggu","GHOSTING FIRE BIG","63","60"
"2/11/2025","Minggu","GHOSTING GREEN","87","38"
"2/11/2025","Minggu","MOZARELLA","55","34"
"2/11/2025","Minggu","JAHAT ORI","50","20"
"2/11/2025","Minggu","JAHAT BAKAR","69","23"
"2/11/2025","Minggu","SMALL SADIS","63","38"
"2/11/2025","Minggu","MEDIUM SADIS","63","31"
"2/11/2025","Minggu","JUMBO SADIS","115","74"
"2/11/2025","Minggu","SUPER JUMBO SADIS","37","12"
"2/11/2025","Minggu","RAKSASA SADIS","62","38"
"2/11/2025","Minggu","MEGA SADIS","46","27"
"2/11/2025","Minggu","MEGA ORI","63","24"
"2/11/2025","Minggu","Dage SACU varian","41","26"
"2/11/2025","Minggu","Dage SACU Ori","57","36"
"2/11/2025","Minggu","Mendoan SACU Ori","87","74"
"2/11/2025","Minggu","Mendoan SACU Varian","77","50"
"2/11/2025","Minggu","Mendoan Sacu Bakar","119","56"
"2/11/2025","Minggu","FREE MAN BIG","49","13"
"2/11/2025","Minggu","SACU JUMBO","85","41"
"2/11/2025","Minggu","SACU JUMBO SADIS","97","42"
"3/11/2025","Senin","GETUK ORI 1 KG","46","31"
"3/11/2025","Senin","GETUK ORIGINAL 1/2KG","113","56"
"3/11/2025","Senin","GETUK ORIGINAL 1/4KG","51","25"
"3/11/2025","Senin","GETUK RASA/MIX 1 KG","32","28"
"3/11/2025","Senin","GETUK RASA/MIX 1/2KG","63","19"
"3/11/2025","Senin","GETUK RASA/MIX 1/4KG","39","20"
"3/11/2025","Senin","GETUK RASA DURIAN 1KG","102","1"
"3/11/2025","Senin","GETUK RASA DURIAN 1/2KG","102","11"
"3/11/2025","Senin","GETUK RASA DURIAN 1/4KG","60","6"
"3/11/2025","Senin","GETUK BASAH 1/2KG","66","23"
"3/11/2025","Senin","GETUK BASAH 1/4KG","96","21"
"3/11/2025","Senin","SMALL ORI","81","50"
"3/11/2025","Senin","SMALL RAWIT","58","17"
"3/11/2025","Senin","SMALL PINK","81","34"
"3/11/2025","Senin","SMALL FREE MAN","71","3"
"3/11/2025","Senin","SMALL YELLOW","52","18"
"3/11/2025","Senin","MEDIUM ORI","32","25"
"3/11/2025","Senin","MEDIUM BAKAR","59","33"
"3/11/2025","Senin","MEDIUM RAWIT","43","27"
"3/11/2025","Senin","MEDIUM PINK","113","66"
"3/11/2025","Senin","MEDIUM FREE MAN","86","45"
"3/11/2025","Senin","MEDIUM YELLOW","45","28"
"3/11/2025","Senin","JUMBO ORI","117","87"
"3/11/2025","Senin","JUMBO RAWIT","47","16"
"3/11/2025","Senin","JUMBO PINK","72","32"
"3/11/2025","Senin","JUMBO BAKAR","31","13"
"3/11/2025","Senin","JUMBO FREE MAN","76","45"
"3/11/2025","Senin","JUMBO YELLOW","82","34"
"3/11/2025","Senin","RAKSASA ORI","47","22"
"3/11/2025","Senin","RAKSASA BAKAR","120","69"
"3/11/2025","Senin","RAKSASA RAWIT","35","23"
"3/11/2025","Senin","RAKSASA PINK","85","46"
"3/11/2025","Senin","RAKSASA FREE MAN","54","15"
"3/11/2025","Senin","RAKSASA YELLOW","35","20"
"3/11/2025","Senin","SUPER JUMBO ORI","75","48"
"3/11/2025","Senin","SUPER JUMBO BAKAR","40","26"
"3/11/2025","Senin","SUPER JUMBO RAWIT","86","31"
"3/11/2025","Senin","SUPER JUMBO PINK","104","62"
"3/11/2025","Senin","SUPER JUMBO FREE MAN","86","55"
"3/11/2025","Senin","SUPER JUMBO YELLOW","55","23"
"3/11/2025","Senin","GHOSTING","73","44"
"3/11/2025","Senin","GHOSTING FIRE SMALL","96","33"
"3/11/2025","Senin","GHOSTING FIRE BIG","91","26"
"3/11/2025","Senin","GHOSTING GREEN","31","14"
"3/11/2025","Senin","MOZARELLA","85","28"
"3/11/2025","Senin","JAHAT ORI","35","14"
"3/11/2025","Senin","JAHAT BAKAR","113","48"
"3/11/2025","Senin","SMALL SADIS","66","45"
"3/11/2025","Senin","MEDIUM SADIS","64","21"
"3/11/2025","Senin","JUMBO SADIS","81","56"
"3/11/2025","Senin","SUPER JUMBO SADIS","71","45"
"3/11/2025","Senin","RAKSASA SADIS","51","35"
"3/11/2025","Senin","MEGA SADIS","101","53"
"3/11/2025","Senin","MEGA ORI","61","25"
"3/11/2025","Senin","Dage SACU varian","34","16"
"3/11/2025","Senin","Dage SACU Ori","63","31"
"3/11/2025","Senin","Mendoan SACU Ori","61","45"
"3/11/2025","Senin","Mendoan SACU Varian","78","29"
"3/11/2025","Senin","Mendoan Sacu Bakar","84","52"
"3/11/2025","Senin","FREE MAN BIG","80","16"
"3/11/2025","Senin","SACU JUMBO","100","69"
"3/11/2025","Senin","SACU JUMBO SADIS","105","71"
"4/11/2025","Selasa","GETUK ORI 1 KG","38","23"
"4/11/2025","Selasa","GETUK ORIGINAL 1/2KG","70","41"
"4/11/2025","Selasa","GETUK ORIGINAL 1/4KG","31","14"
"4/11/2025","Selasa","GETUK RASA/MIX 1 KG","119","74"
"4/11/2025","Selasa","GETUK RASA/MIX 1/2KG","73","51"
"4/11/2025","Selasa","GETUK RASA/MIX 1/4KG","43","13"
"4/11/2025","Selasa","GETUK RASA DURIAN 1KG","90","20"
"4/11/2025","Selasa","GETUK RASA DURIAN 1/2KG","114","27"
"4/11/2025","Selasa","GETUK RASA DURIAN 1/4KG","47","5"
"4/11/2025","Selasa","GETUK BASAH 1/2KG","62","36"
"4/11/2025","Selasa","GETUK BASAH 1/4KG","105","15"
"4/11/2025","Selasa","SMALL ORI","51","46"
"4/11/2025","Selasa","SMALL RAWIT","103","70"
"4/11/2025","Selasa","SMALL PINK","53","30"
"4/11/2025","Selasa","SMALL FREE MAN","30","0"
"4/11/2025","Selasa","SMALL YELLOW","78","30"
"4/11/2025","Selasa","MEDIUM ORI","90","84"
"4/11/2025","Selasa","MEDIUM BAKAR","70","30"
"4/11/2025","Selasa","MEDIUM RAWIT","72","36"
"4/11/2025","Selasa","MEDIUM PINK","56","26"
"4/11/2025","Selasa","MEDIUM FREE MAN","104","72"
"4/11/2025","Selasa","MEDIUM YELLOW","94","65"
"4/11/2025","Selasa","JUMBO ORI","85","84"
"4/11/2025","Selasa","JUMBO RAWIT","101","53"
"4/11/2025","Selasa","JUMBO PINK","75","47"
"4/11/2025","Selasa","JUMBO BAKAR","90","50"
"4/11/2025","Selasa","JUMBO FREE MAN","99","43"
"4/11/2025","Selasa","JUMBO YELLOW","65","27"
"4/11/2025","Selasa","RAKSASA ORI","75","29"
"4/11/2025","Selasa","RAKSASA BAKAR","104","31"
"4/11/2025","Selasa","RAKSASA RAWIT","62","38"
"4/11/2025","Selasa","RAKSASA PINK","117","35"
"4/11/2025","Selasa","RAKSASA FREE MAN","31","9"
"4/11/2025","Selasa","RAKSASA YELLOW","34","14"
"4/11/2025","Selasa","SUPER JUMBO ORI","31","9"
"4/11/2025","Selasa","SUPER JUMBO BAKAR","107","53"
"4/11/2025","Selasa","SUPER JUMBO RAWIT","95","40"
"4/11/2025","Selasa","SUPER JUMBO PINK","58","20"
"4/11/2025","Selasa","SUPER JUMBO FREE MAN","74","41"
"4/11/2025","Selasa","SUPER JUMBO YELLOW","109","48"
"4/11/2025","Selasa","GHOSTING","120","61"
"4/11/2025","Selasa","GHOSTING FIRE SMALL","100","23"
"4/11/2025","Selasa","GHOSTING FIRE BIG","96","2"
"4/11/2025","Selasa","GHOSTING GREEN","71","48"
"4/11/2025","Selasa","MOZARELLA","111","13"
"4/11/2025","Selasa","JAHAT ORI","96","62"
"4/11/2025","Selasa","JAHAT BAKAR","66","41"
"4/11/2025","Selasa","SMALL SADIS","97","43"
"4/11/2025","Selasa","MEDIUM SADIS","114","39"
"4/11/2025","Selasa","JUMBO SADIS","89","28"
"4/11/2025","Selasa","SUPER JUMBO SADIS","96","34"
"4/11/2025","Selasa","RAKSASA SADIS","112","47"
"4/11/2025","Selasa","MEGA SADIS","54","34"
"4/11/2025","Selasa","MEGA ORI","78","42"
"4/11/2025","Selasa","Dage SACU varian","92","38"
"4/11/2025","Selasa","Dage SACU Ori","36","15"
"4/11/2025","Selasa","Mendoan SACU Ori","59","43"
"4/11/2025","Selasa","Mendoan SACU Varian","76","32"
"4/11/2025","Selasa","Mendoan Sacu Bakar","60","41"
"4/11/2025","Selasa","FREE MAN BIG","69","5"
"4/11/2025","Selasa","SACU JUMBO","119","53"
"4/11/2025","Selasa","SACU JUMBO SADIS","30","13"
"5/11/2025","Rabu","GETUK ORI 1 KG","31","22"
"5/11/2025","Rabu","GETUK ORIGINAL 1/2KG","49","15"
"5/11/2025","Rabu","GETUK ORIGINAL 1/4KG","118","67"
"5/11/2025","Rabu","GETUK RASA/MIX 1 KG","91","54"
"5/11/2025","Rabu","GETUK RASA/MIX 1/2KG","66","43"
"5/11/2025","Rabu","GETUK RASA/MIX 1/4KG","42","17"
"5/11/2025","Rabu","GETUK RASA DURIAN 1KG","102","25"
"5/11/2025","Rabu","GETUK RASA DURIAN 1/2KG","88","10"
"5/11/2025","Rabu","GETUK RASA DURIAN 1/4KG","111","38"
"5/11/2025","Rabu","GETUK BASAH 1/2KG","99","47"
"5/11/2025","Rabu","GETUK BASAH 1/4KG","116","16"
"5/11/2025","Rabu","SMALL ORI","69","67"
"5/11/2025","Rabu","SMALL RAWIT","37","14"
"5/11/2025","Rabu","SMALL PINK","55","27"
"5/11/2025","Rabu","SMALL FREE MAN","43","7"
"5/11/2025","Rabu","SMALL YELLOW","52","35"
"5/11/2025","Rabu","MEDIUM ORI","101","98"
"5/11/2025","Rabu","MEDIUM BAKAR","41","23"
"5/11/2025","Rabu","MEDIUM RAWIT","108","67"
"5/11/2025","Rabu","MEDIUM PINK","37","20"
"5/11/2025","Rabu","MEDIUM FREE MAN","62","42"
"5/11/2025","Rabu","MEDIUM YELLOW","48","30"
"5/11/2025","Rabu","JUMBO ORI","46","38"
"5/11/2025","Rabu","JUMBO RAWIT","72","39"
"5/11/2025","Rabu","JUMBO PINK","97","50"
"5/11/2025","Rabu","JUMBO BAKAR","110","53"
"5/11/2025","Rabu","JUMBO FREE MAN","100","58"
"5/11/2025","Rabu","JUMBO YELLOW","107","32"
"5/11/2025","Rabu","RAKSASA ORI","42","14"
"5/11/2025","Rabu","RAKSASA BAKAR","84","31"
"5/11/2025","Rabu","RAKSASA RAWIT","69","22"
"5/11/2025","Rabu","RAKSASA PINK","103","44"
"5/11/2025","Rabu","RAKSASA FREE MAN","54","16"
"5/11/2025","Rabu","RAKSASA YELLOW","57","39"
"5/11/2025","Rabu","SUPER JUMBO ORI","84","38"
"5/11/2025","Rabu","SUPER JUMBO BAKAR","71","33"
"5/11/2025","Rabu","SUPER JUMBO RAWIT","112","41"
"5/11/2025","Rabu","SUPER JUMBO PINK","74","39"
"5/11/2025","Rabu","SUPER JUMBO FREE MAN","79","43"
"5/11/2025","Rabu","SUPER JUMBO YELLOW","47","28"
"5/11/2025","Rabu","GHOSTING","95","54"
"5/11/2025","Rabu","GHOSTING FIRE SMALL","109","27"
"5/11/2025","Rabu","GHOSTING FIRE BIG","37","8"
"5/11/2025","Rabu","GHOSTING GREEN","104","66"
"5/11/2025","Rabu","MOZARELLA","120","7"
"5/11/2025","Rabu","JAHAT ORI","120","59"
"5/11/2025","Rabu","JAHAT BAKAR","30","13"
"5/11/2025","Rabu","SMALL SADIS","103","59"
"5/11/2025","Rabu","MEDIUM SADIS","50","15"
"5/11/2025","Rabu","JUMBO SADIS","87","31"
"5/11/2025","Rabu","SUPER JUMBO SADIS","37","16"
"5/11/2025","Rabu","RAKSASA SADIS","109","71"
"5/11/2025","Rabu","MEGA SADIS","72","37"
"5/11/2025","Rabu","MEGA ORI","37","16"
"5/11/2025","Rabu","Dage SACU varian","66","37"
"5/11/2025","Rabu","Dage SACU Ori","32","11"
"5/11/2025","Rabu","Mendoan SACU Ori","33","31"
"5/11/2025","Rabu","Mendoan SACU Varian","38","13"
"5/11/2025","Rabu","Mendoan Sacu Bakar","62","28"
"5/11/2025","Rabu","FREE MAN BIG","120","13"
"5/11/2025","Rabu","SACU JUMBO","82","51"
"5/11/2025","Rabu","SACU JUMBO SADIS","100","50"
"6/11/2025","Kamis","GETUK ORI 1 KG","114","96"
"6/11/2025","Kamis","GETUK ORIGINAL 1/2KG","66","38"
"6/11/2025","Kamis","GETUK ORIGINAL 1/4KG","87","54"
"6/11/2025","Kamis","GETUK RASA/MIX 1 KG","59","52"
"6/11/2025","Kamis","GETUK RASA/MIX 1/2KG","105","41"
"6/11/2025","Kamis","GETUK RASA/MIX 1/4KG","42","15"
"6/11/2025","Kamis","GETUK RASA DURIAN 1KG","83","11"
"6/11/2025","Kamis","GETUK RASA DURIAN 1/2KG","87","7"
"6/11/2025","Kamis","GETUK RASA DURIAN 1/4KG","88","25"
"6/11/2025","Kamis","GETUK BASAH 1/2KG","82","34"
"6/11/2025","Kamis","GETUK BASAH 1/4KG","100","29"
"6/11/2025","Kamis","SMALL ORI","87","54"
"6/11/2025","Kamis","SMALL RAWIT","86","52"
"6/11/2025","Kamis","SMALL PINK","120","58"
"6/11/2025","Kamis","SMALL FREE MAN","111","11"
"6/11/2025","Kamis","SMALL YELLOW","82","48"
"6/11/2025","Kamis","MEDIUM ORI","70","65"
"6/11/2025","Kamis","MEDIUM BAKAR","31","18"
"6/11/2025","Kamis","MEDIUM RAWIT","63","40"
"6/11/2025","Kamis","MEDIUM PINK","44","13"
"6/11/2025","Kamis","MEDIUM FREE MAN","51","21"
"6/11/2025","Kamis","MEDIUM YELLOW","72","30"
"6/11/2025","Kamis","JUMBO ORI","96","92"
"6/11/2025","Kamis","JUMBO RAWIT","61","22"
"6/11/2025","Kamis","JUMBO PINK","56","38"
"6/11/2025","Kamis","JUMBO BAKAR","74","29"
"6/11/2025","Kamis","JUMBO FREE MAN","47","31"
"6/11/2025","Kamis","JUMBO YELLOW","61","26"
"6/11/2025","Kamis","RAKSASA ORI","45","26"
"6/11/2025","Kamis","RAKSASA BAKAR","111","46"
"6/11/2025","Kamis","RAKSASA RAWIT","74","35"
"6/11/2025","Kamis","RAKSASA PINK","114","55"
"6/11/2025","Kamis","RAKSASA FREE MAN","84","7"
"6/11/2025","Kamis","RAKSASA YELLOW","111","71"
"6/11/2025","Kamis","SUPER JUMBO ORI","69","23"
"6/11/2025","Kamis","SUPER JUMBO BAKAR","102","61"
"6/11/2025","Kamis","SUPER JUMBO RAWIT","73","46"
"6/11/2025","Kamis","SUPER JUMBO PINK","35","19"
"6/11/2025","Kamis","SUPER JUMBO FREE MAN","72","25"
"6/11/2025","Kamis","SUPER JUMBO YELLOW","99","54"
"6/11/2025","Kamis","GHOSTING","55","33"
"6/11/2025","Kamis","GHOSTING FIRE SMALL","36","8"
"6/11/2025","Kamis","GHOSTING FIRE BIG","57","13"
"6/11/2025","Kamis","GHOSTING GREEN","39","22"
"6/11/2025","Kamis","MOZARELLA","69","18"
"6/11/2025","Kamis","JAHAT ORI","39","25"
"6/11/2025","Kamis","JAHAT BAKAR","102","40"
"6/11/2025","Kamis","SMALL SADIS","119","73"
"6/11/2025","Kamis","MEDIUM SADIS","119","77"
"6/11/2025","Kamis","JUMBO SADIS","81","34"
"6/11/2025","Kamis","SUPER JUMBO SADIS","99","38"
"6/11/2025","Kamis","RAKSASA SADIS","54","17"
"6/11/2025","Kamis","MEGA SADIS","35","24"
"6/11/2025","Kamis","MEGA ORI","40","12"
"6/11/2025","Kamis","Dage SACU varian","36","22"
"6/11/2025","Kamis","Dage SACU Ori","120","80"
"6/11/2025","Kamis","Mendoan SACU Ori","49","33"
"6/11/2025","Kamis","Mendoan SACU Varian","43","20"
"6/11/2025","Kamis","Mendoan Sacu Bakar","87","41"
"6/11/2025","Kamis","FREE MAN BIG","104","30"
"6/11/2025","Kamis","SACU JUMBO","48","25"
"6/11/2025","Kamis","SACU JUMBO SADIS","111","56"
"7/11/2025","Jumat","GETUK ORI 1 KG","118","100"
"7/11/2025","Jumat","GETUK ORIGINAL 1/2KG","109","40"
"7/11/2025","Jumat","GETUK ORIGINAL 1/4KG","99","38"
"7/11/2025","Jumat","GETUK RASA/MIX 1 KG","85","80"
"7/11/2025","Jumat","GETUK RASA/MIX 1/2KG","113","39"
"7/11/2025","Jumat","GETUK RASA/MIX 1/4KG","66","27"
"7/11/2025","Jumat","GETUK RASA DURIAN 1KG","95","34"
"7/11/2025","Jumat","GETUK RASA DURIAN 1/2KG","45","9"
"7/11/2025","Jumat","GETUK RASA DURIAN 1/4KG","115","46"
"7/11/2025","Jumat","GETUK BASAH 1/2KG","104","51"
"7/11/2025","Jumat","GETUK BASAH 1/4KG","104","0"
"7/11/2025","Jumat","SMALL ORI","56","43"
"7/11/2025","Jumat","SMALL RAWIT","90","37"
"7/11/2025","Jumat","SMALL PINK","36","22"
"7/11/2025","Jumat","SMALL FREE MAN","30","4"
"7/11/2025","Jumat","SMALL YELLOW","39","17"
"7/11/2025","Jumat","MEDIUM ORI","73","48"
"7/11/2025","Jumat","MEDIUM BAKAR","70","39"
"7/11/2025","Jumat","MEDIUM RAWIT","62","27"
"7/11/2025","Jumat","MEDIUM PINK","78","41"
"7/11/2025","Jumat","MEDIUM FREE MAN","64","39"
"7/11/2025","Jumat","MEDIUM YELLOW","71","30"
"7/11/2025","Jumat","JUMBO ORI","96","63"
"7/11/2025","Jumat","JUMBO RAWIT","83","53"
"7/11/2025","Jumat","JUMBO PINK","116","55"
"7/11/2025","Jumat","JUMBO BAKAR","33","12"
"7/11/2025","Jumat","JUMBO FREE MAN","79","48"
"7/11/2025","Jumat","JUMBO YELLOW","110","73"
"7/11/2025","Jumat","RAKSASA ORI","54","30"
"7/11/2025","Jumat","RAKSASA BAKAR","50","18"
"7/11/2025","Jumat","RAKSASA RAWIT","62","38"
"7/11/2025","Jumat","RAKSASA PINK","94","63"
"7/11/2025","Jumat","RAKSASA FREE MAN","47","12"
"7/11/2025","Jumat","RAKSASA YELLOW","60","41"
"7/11/2025","Jumat","SUPER JUMBO ORI","71","45"
"7/11/2025","Jumat","SUPER JUMBO BAKAR","79","36"
"7/11/2025","Jumat","SUPER JUMBO RAWIT","31","14"
"7/11/2025","Jumat","SUPER JUMBO PINK","118","82"
"7/11/2025","Jumat","SUPER JUMBO FREE MAN","58","25"
"7/11/2025","Jumat","SUPER JUMBO YELLOW","67","44"
"7/11/2025","Jumat","GHOSTING","89","38"
"7/11/2025","Jumat","GHOSTING FIRE SMALL","56","1"
"7/11/2025","Jumat","GHOSTING FIRE BIG","110","20"
"7/11/2025","Jumat","GHOSTING GREEN","72","27"
"7/11/2025","Jumat","MOZARELLA","69","9"
"7/11/2025","Jumat","JAHAT ORI","69","42"
"7/11/2025","Jumat","JAHAT BAKAR","53","20"
"7/11/2025","Jumat","SMALL SADIS","75","35"
"7/11/2025","Jumat","MEDIUM SADIS","80","31"
"7/11/2025","Jumat","JUMBO SADIS","86","30"
"7/11/2025","Jumat","SUPER JUMBO SADIS","109","62"
"7/11/2025","Jumat","RAKSASA SADIS","61","28"
"7/11/2025","Jumat","MEGA SADIS","36","14"
"7/11/2025","Jumat","MEGA ORI","104","42"
"7/11/2025","Jumat","Dage SACU varian","84","29"
"7/11/2025","Jumat","Dage SACU Ori","97","29"
"7/11/2025","Jumat","Mendoan SACU Ori","30","30"
"7/11/2025","Jumat","Mendoan SACU Varian","93","41"
"7/11/2025","Jumat","Mendoan Sacu Bakar","115","42"
"7/11/2025","Jumat","FREE MAN BIG","87","5"
"7/11/2025","Jumat","SACU JUMBO","99","31"
"7/11/2025","Jumat","SACU JUMBO SADIS","38","11"
"8/11/2025","Sabtu","GETUK ORI 1 KG","48","33"
"8/11/2025","Sabtu","GETUK ORIGINAL 1/2KG","96","61"
"8/11/2025","Sabtu","GETUK ORIGINAL 1/4KG","63","39"
"8/11/2025","Sabtu","GETUK RASA/MIX 1 KG","72","64"
"8/11/2025","Sabtu","GETUK RASA/MIX 1/2KG","115","53"
"8/11/2025","Sabtu","GETUK RASA/MIX 1/4KG","93","58"
